reward,reward_accumulate
-0.11643791098332601,-0.13313027286797563
-0.11726498123007839,-0.13299467208474558
-0.12285676510253375,-0.13290875761879442
-0.11999211807757462,-0.13280021442937268
-0.11770434645014363,-0.13267441552954595
-0.12326662825160209,-0.13259666522146377
-0.1263906333722304,-0.13254579610794542
-0.11705362772373415,-0.132419843519456
-0.12824920025196734,-0.1323862092995572
-0.12858161466232632,-0.1323557725424592
-0.12853534630647506,-0.13232545169931637
-0.12228348186604264,-0.13224638107070766
-0.12423640235123962,-0.1321838031119617
-0.11956058378545933,-0.1320859486985774
-0.1268819191677178,-0.13204591770218568
-0.11928758025683342,-0.13194852581329036
-0.1273275547044376,-0.1319135184564052
-0.12445263695005394,-0.1318574216029741
-0.12435792967289078,-0.13180145524528744
-0.1286876060548321,-0.13177838969572842
-0.12073600278416177,-0.13169719567432003
-0.12339182374459003,-0.13163657252154803
-0.12085323524195414,-0.13155843239633377
-0.11756009612554286,-0.1314577249411482
-0.12235596848574858,-0.13139271239503858
-0.12330162310052695,-0.1313353287830207
-0.1297201949055892,-0.131323954600785
-0.1271935998328536,-0.13129507100100918
-0.11954174665173696,-0.13121345069302812
-0.12787447399210874,-0.13119042326750419
-0.11965949606089835,-0.1311114443140339
-0.12305570299235528,-0.13105664335266212
-0.1239688124956984,-0.13100875260362896
-0.11892990160844905,-0.13092768648956712
-0.12835770553843825,-0.1309105532832264
-0.12123358005731869,-0.130846467367823
-0.11866163596208135,-0.1307663040033114
-0.11755523182760315,-0.13067995712634575
-0.1260389318334913,-0.13064982059846997
-0.12942487318201165,-0.1306419177119124
-0.12521174507502336,-0.13060710891295774
-0.12117111912488737,-0.13054700706717376
-0.12334640443285325,-0.130501433632779
-0.12738153134793248,-0.1304818116058301
-0.12031065566522159,-0.13041824188120144
-0.11969385584032693,-0.13035163078778017
-0.1238313574233616,-0.13031138218676527
