reward,reward_accumulate
-0.5174542375143527,-0.5174542375143527
-0.22485357997073147,-0.371153908742543
-0.21253495749621776,-0.31828092499376825
-0.23981811405415054,-0.2986652222588635
-0.21856569139267312,-0.2826453160856248
-0.1376026548887926,-0.2584715392194866
-0.140361145550063,-0.24159862583814046
-0.09090174391070462,-0.2227615155972113
-0.09180506557188195,-0.20821079892772998
-0.086410195058436,-0.1960307385408005
-0.09945920090323512,-0.18725150784647585
-0.08383354503590343,-0.17863334427892838
-0.06170152616717097,-0.1696385890395626
-0.06370546805074118,-0.16207193754036106
-0.05030649792119781,-0.15462090823241667
-0.05199056530661141,-0.14820651179955374
-0.054717659403158724,-0.14270716754094245
-0.06089956436181071,-0.13816230069765725
-0.06443130552316984,-0.13428172200426325
-0.07558376030899966,-0.13134682391950023
-0.07294976919112908,-0.12856601178957777
-0.06642697717048296,-0.1257415102159826
-0.057024537956786595,-0.12275381576993048
-0.060891264639734585,-0.1201762094728389
-0.06800664471047858,-0.11808942688234446
-0.05354354185290237,-0.1156068928427508
-0.0515167063106434,-0.11323318223045034
-0.033778122494815335,-0.1103955015256064
-0.036229973737835326,-0.10783806953292471
-0.04419006569023636,-0.10571646940483503
-0.0424158734151087,-0.1036745146954891
-0.033551108221461345,-0.10148315824317565
-0.0332194584483307,-0.0994145612796955
-0.02944069803372455,-0.09735650647834344
-0.034344036044445636,-0.09555615018023211
-0.03132356830866224,-0.09377191179491054
-0.03703408657754868,-0.09223845705930642
-0.03458551718871212,-0.09072127443113304
-0.04328987893924886,-0.08950508480313595
-0.04488859980002304,-0.088389672678058
-0.06010088938383686,-0.08769970235380864
-0.052799994651398015,-0.08686875693232259
-0.03511355334084871,-0.08566514754647442
-0.03712034264542143,-0.08456185652599589
-0.03110278660038053,-0.08337387719431551
-0.03350427836834871,-0.08228975548070754
-0.05774053609324866,-0.08176743166395338
-0.049632433464527045,-0.08109795253479887
-0.04174105033627116,-0.08029475044911466
-0.04088267223764789,-0.0795065088848852
-0.03458329629166653,-0.07862566157913586
-0.03369142269571656,-0.07776154160060854
-0.04755678445241432,-0.07719164052234084
-0.048187388038936706,-0.07665452473561113
-0.047179475687381005,-0.07611861475291608
-0.034541008284648955,-0.07537615749455408
-0.03719663762798323,-0.07470634135654405
-0.04344136381812078,-0.07416729001967465
-0.054976830073042014,-0.07384202798668109
-0.04767036840336309,-0.0734058336602925
-0.03286817436162605,-0.07274128186851106
-0.03606769900878652,-0.0721497724675476
-0.03168541442306462,-0.07150748107001619
-0.03394676664998102,-0.07092059490720314
-0.031347170366339716,-0.0703117729911898
-0.03323942146333476,-0.06975007069531321
-0.03733410318050797,-0.06926625028464438
-0.03820203511024354,-0.06880942359090306
-0.043068317333906814,-0.06843636407993213
-0.032450251559614215,-0.06792227675821344
-0.03145357202647175,-0.06740863302959735
-0.026448218830027126,-0.06683973838793658
-0.03101417449080799,-0.0663489772386607
-0.03692278442664626,-0.06595132598444416
-0.045468855872743956,-0.06567822638295476
-0.03774969434695408,-0.06531074569827033
-0.028259747611896608,-0.06482956390494074
-0.03537853076856475,-0.06445198655703835
-0.03414998554572863,-0.0640684169239838
-0.03921366450304618,-0.06375773251872206
-0.03779577395243233,-0.0634372145117308
